2025-03-17 09:36:01,232 | INFO     | car.py:13 | Starting Car.py Script
2025-03-17 10:05:12,551 | INFO     | helper_functions.py:32 | Starting data update at time 0.05
2025-03-17 10:05:12,552 | DEBUG    | helper_functions.py:117 | All objects to combine were TimeSeries
2025-03-17 10:05:25,131 | INFO     | car.py:14 | Starting Car.py Script
2025-03-17 10:05:26,998 | INFO     | helper_functions.py:32 | Starting data update at time 0.05
2025-03-17 10:05:27,000 | INFO     | helper_functions.py:32 | Starting data update at time 0.05
2025-03-17 10:05:27,001 | INFO     | helper_functions.py:32 | Starting data update at time 0.05
2025-03-17 10:05:27,002 | INFO     | helper_functions.py:32 | Starting data update at time 0.05
2025-03-17 10:05:27,003 | DEBUG    | helper_functions.py:117 | All objects to combine were TimeSeries
2025-03-17 10:05:27,007 | INFO     | acceleration_tester.py:12 | Starting Acceleration.py Script
2025-03-17 10:14:03,193 | INFO     | car.py:14 | Starting Car.py Script
2025-03-17 10:14:05,017 | INFO     | helper_functions.py:33 | Starting data update at time 0.05
2025-03-17 10:14:05,018 | INFO     | helper_functions.py:33 | Starting data update at time 0.05
2025-03-17 10:14:05,019 | INFO     | helper_functions.py:33 | Starting data update at time 0.05
2025-03-17 10:14:05,020 | INFO     | helper_functions.py:33 | Starting data update at time 0.05
2025-03-17 10:14:05,021 | DEBUG    | helper_functions.py:118 | All objects to combine were TimeSeries
2025-03-17 10:14:05,025 | INFO     | acceleration_tester.py:12 | Starting Acceleration.py Script
2025-03-17 10:21:00,829 | INFO     | car.py:14 | Starting Car.py Script
2025-03-17 10:22:01,614 | INFO     | car.py:14 | Starting Car.py Script
2025-03-17 10:23:06,561 | INFO     | car.py:14 | Starting Car.py Script
2025-03-17 10:23:08,406 | INFO     | helper_functions.py:33 | Starting data update at time 0.05
2025-03-17 10:23:08,408 | INFO     | helper_functions.py:33 | Starting data update at time 0.05
2025-03-17 10:23:08,409 | INFO     | helper_functions.py:33 | Starting data update at time 0.05
2025-03-17 10:23:08,410 | INFO     | helper_functions.py:33 | Starting data update at time 0.05
2025-03-17 10:23:08,411 | DEBUG    | helper_functions.py:118 | All objects to combine were TimeSeries
2025-03-17 10:23:08,415 | INFO     | acceleration_tester.py:12 | Starting Acceleration.py Script
2025-03-17 10:46:57,524 | INFO     | car.py:14 | Starting Car.py Script
2025-03-17 10:46:59,367 | INFO     | helper_functions.py:33 | Starting data update at time 0.05
2025-03-17 10:46:59,368 | INFO     | helper_functions.py:33 | Starting data update at time 0.05
2025-03-17 10:46:59,369 | INFO     | helper_functions.py:33 | Starting data update at time 0.05
2025-03-17 10:46:59,370 | INFO     | helper_functions.py:33 | Starting data update at time 0.05
2025-03-17 10:46:59,371 | DEBUG    | helper_functions.py:118 | All objects to combine were TimeSeries
2025-03-17 10:46:59,375 | INFO     | acceleration_tester.py:12 | Starting Acceleration.py Script
2025-03-17 10:50:20,954 | INFO     | car.py:14 | Starting Car.py Script
2025-03-17 10:50:21,436 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 10:50:21,437 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 10:50:21,899 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 10:50:21,899 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 10:50:22,364 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 10:50:22,364 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 10:50:22,825 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 10:50:22,825 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 10:50:22,825 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:50:22,825 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:50:22,826 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:50:22,826 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:50:22,826 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:50:22,826 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:50:22,826 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:50:22,826 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:50:22,826 | INFO     | helper_functions.py:34 | Starting data update for front_right at time 0.05
2025-03-17 10:50:22,827 | INFO     | helper_functions.py:34 | Starting data update for front_left at time 0.05
2025-03-17 10:50:22,828 | INFO     | helper_functions.py:34 | Starting data update for rear_right at time 0.05
2025-03-17 10:50:22,829 | INFO     | helper_functions.py:34 | Starting data update for rear_left at time 0.05
2025-03-17 10:50:22,830 | DEBUG    | helper_functions.py:119 | All objects to combine were TimeSeries
2025-03-17 10:50:22,834 | INFO     | acceleration_tester.py:12 | Starting Acceleration.py Script
2025-03-17 10:54:21,952 | INFO     | car.py:14 | Starting Car.py Script
2025-03-17 10:54:22,406 | DEBUG    | car.py:337 | Forces and Moments:
2025-03-17 10:54:22,406 | DEBUG    | car.py:341 | Slip Ratio and Angle:
2025-03-17 10:54:22,863 | DEBUG    | car.py:337 | Forces and Moments:
2025-03-17 10:54:22,863 | DEBUG    | car.py:341 | Slip Ratio and Angle:
2025-03-17 10:54:23,321 | DEBUG    | car.py:337 | Forces and Moments:
2025-03-17 10:54:23,321 | DEBUG    | car.py:341 | Slip Ratio and Angle:
2025-03-17 10:54:23,780 | DEBUG    | car.py:337 | Forces and Moments:
2025-03-17 10:54:23,780 | DEBUG    | car.py:341 | Slip Ratio and Angle:
2025-03-17 10:54:23,780 | DEBUG    | car.py:310 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:54:23,781 | DEBUG    | car.py:310 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:54:23,781 | DEBUG    | car.py:310 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:54:23,781 | DEBUG    | car.py:310 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:54:23,781 | DEBUG    | car.py:310 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:54:23,781 | DEBUG    | car.py:310 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:54:23,781 | DEBUG    | car.py:310 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:54:23,781 | DEBUG    | car.py:310 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:55:18,337 | INFO     | car.py:14 | Starting Car.py Script
2025-03-17 10:55:18,801 | DEBUG    | car.py:337 | Forces and Moments:
2025-03-17 10:55:18,801 | DEBUG    | car.py:341 | Slip Ratio and Angle:
2025-03-17 10:55:19,260 | DEBUG    | car.py:337 | Forces and Moments:
2025-03-17 10:55:19,260 | DEBUG    | car.py:341 | Slip Ratio and Angle:
2025-03-17 10:55:19,722 | DEBUG    | car.py:337 | Forces and Moments:
2025-03-17 10:55:19,722 | DEBUG    | car.py:341 | Slip Ratio and Angle:
2025-03-17 10:55:20,180 | DEBUG    | car.py:337 | Forces and Moments:
2025-03-17 10:55:20,180 | DEBUG    | car.py:341 | Slip Ratio and Angle:
2025-03-17 10:55:20,181 | DEBUG    | car.py:310 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:55:20,181 | DEBUG    | car.py:310 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:55:20,181 | DEBUG    | car.py:310 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:55:20,181 | DEBUG    | car.py:310 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:55:20,181 | DEBUG    | car.py:310 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:55:20,181 | DEBUG    | car.py:310 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:55:20,181 | DEBUG    | car.py:310 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:55:20,181 | DEBUG    | car.py:310 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:55:20,181 | INFO     | helper_functions.py:34 | Starting data update for front_right at time 0.05
2025-03-17 10:55:20,183 | INFO     | helper_functions.py:34 | Starting data update for front_left at time 0.05
2025-03-17 10:55:20,184 | INFO     | helper_functions.py:34 | Starting data update for rear_right at time 0.05
2025-03-17 10:55:20,185 | INFO     | helper_functions.py:34 | Starting data update for rear_left at time 0.05
2025-03-17 10:55:56,088 | DEBUG    | helper_functions.py:119 | All objects to combine were TimeSeries
2025-03-17 10:55:56,093 | INFO     | acceleration_tester.py:12 | Starting Acceleration.py Script
2025-03-17 10:57:32,762 | INFO     | car.py:14 | Starting Car.py Script
2025-03-17 10:57:33,223 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 10:57:33,223 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 10:57:33,683 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 10:57:33,684 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 10:57:34,144 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 10:57:34,144 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 10:57:34,606 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 10:57:34,606 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 10:57:34,607 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:57:34,607 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:57:34,607 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:57:34,607 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:57:34,608 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:57:34,608 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:57:34,608 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:57:34,608 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:57:34,608 | INFO     | helper_functions.py:34 | Starting data update for front_right at time 0.05
2025-03-17 10:57:34,609 | INFO     | helper_functions.py:34 | Starting data update for front_left at time 0.05
2025-03-17 10:57:34,610 | INFO     | helper_functions.py:34 | Starting data update for rear_right at time 0.05
2025-03-17 10:57:34,611 | INFO     | helper_functions.py:34 | Starting data update for rear_left at time 0.05
2025-03-17 10:59:50,287 | INFO     | car.py:14 | Starting Car.py Script
2025-03-17 10:59:50,742 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 10:59:50,742 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 10:59:51,195 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 10:59:51,195 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 10:59:51,651 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 10:59:51,651 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 10:59:52,106 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 10:59:52,106 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 10:59:52,107 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:59:52,107 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:59:52,107 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:59:52,107 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 10:59:52,107 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:59:52,107 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:59:52,107 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:59:52,108 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 10:59:52,108 | INFO     | helper_functions.py:34 | Starting data update for front_right at time 0.05
2025-03-17 10:59:52,109 | INFO     | helper_functions.py:34 | Starting data update for front_left at time 0.05
2025-03-17 10:59:52,110 | INFO     | helper_functions.py:34 | Starting data update for rear_right at time 0.05
2025-03-17 10:59:52,111 | INFO     | helper_functions.py:34 | Starting data update for rear_left at time 0.05
2025-03-17 10:59:52,112 | DEBUG    | helper_functions.py:119 | All objects to combine were TimeSeries
2025-03-17 11:01:09,584 | INFO     | car.py:14 | Starting Car.py Script
2025-03-17 11:01:10,048 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 11:01:10,048 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 11:01:10,505 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 11:01:10,506 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 11:01:10,964 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 11:01:10,964 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 11:01:11,422 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 11:01:11,422 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 11:01:11,422 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 11:01:11,423 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 11:01:11,423 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 11:01:11,423 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 11:01:11,423 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 11:01:11,423 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 11:01:11,423 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 11:01:11,423 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 11:01:11,423 | INFO     | helper_functions.py:35 | Starting data update for front_right at time 0.05
2025-03-17 11:01:11,425 | INFO     | helper_functions.py:35 | Starting data update for front_left at time 0.05
2025-03-17 11:01:11,426 | INFO     | helper_functions.py:35 | Starting data update for rear_right at time 0.05
2025-03-17 11:01:11,427 | INFO     | helper_functions.py:35 | Starting data update for rear_left at time 0.05
2025-03-17 11:17:06,039 | INFO     | car.py:14 | Starting Car.py Script
2025-03-17 11:17:06,499 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 11:17:06,499 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 11:17:06,958 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 11:17:06,958 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 11:17:07,417 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 11:17:07,417 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 11:17:07,874 | DEBUG    | car.py:336 | Forces and Moments:
2025-03-17 11:17:07,874 | DEBUG    | car.py:340 | Slip Ratio and Angle:
2025-03-17 11:17:07,875 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 11:17:07,875 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 11:17:07,875 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 11:17:07,875 | DEBUG    | car.py:309 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 11:17:07,876 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 11:17:07,876 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 11:17:07,876 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 11:17:07,876 | DEBUG    | car.py:309 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 11:17:07,876 | INFO     | helper_functions.py:35 | Starting data update for front_right at time 0.05
2025-03-17 11:17:07,877 | INFO     | helper_functions.py:35 | Starting data update for front_left at time 0.05
2025-03-17 11:17:07,878 | INFO     | helper_functions.py:35 | Starting data update for rear_right at time 0.05
2025-03-17 11:17:07,879 | INFO     | helper_functions.py:35 | Starting data update for rear_left at time 0.05
2025-03-17 11:17:28,136 | DEBUG    | helper_functions.py:120 | All objects to combine were TimeSeries
2025-03-17 11:17:43,458 | INFO     | acceleration_tester.py:12 | Starting Acceleration.py Script
2025-03-17 11:35:30,249 | INFO     | car.py:14 | Starting Car.py Script
2025-03-17 11:35:30,713 | DEBUG    | car.py:335 | Forces and Moments:
2025-03-17 11:35:30,713 | DEBUG    | car.py:339 | Slip Ratio and Angle:
2025-03-17 11:35:31,174 | DEBUG    | car.py:335 | Forces and Moments:
2025-03-17 11:35:31,174 | DEBUG    | car.py:339 | Slip Ratio and Angle:
2025-03-17 11:35:31,635 | DEBUG    | car.py:335 | Forces and Moments:
2025-03-17 11:35:31,635 | DEBUG    | car.py:339 | Slip Ratio and Angle:
2025-03-17 11:35:32,094 | DEBUG    | car.py:335 | Forces and Moments:
2025-03-17 11:35:32,094 | DEBUG    | car.py:339 | Slip Ratio and Angle:
2025-03-17 11:35:32,094 | DEBUG    | car.py:308 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 11:35:32,095 | DEBUG    | car.py:308 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 11:35:32,095 | DEBUG    | car.py:308 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 11:35:32,095 | DEBUG    | car.py:308 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 11:35:32,095 | DEBUG    | car.py:308 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 11:35:32,095 | DEBUG    | car.py:308 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 11:35:32,095 | DEBUG    | car.py:308 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 11:35:32,095 | DEBUG    | car.py:308 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 11:35:32,095 | INFO     | helper_functions.py:33 | Starting data update for front_right at time 0.05
2025-03-17 11:35:32,097 | INFO     | helper_functions.py:33 | Starting data update for front_left at time 0.05
2025-03-17 11:35:32,098 | INFO     | helper_functions.py:33 | Starting data update for rear_right at time 0.05
2025-03-17 11:35:32,099 | INFO     | helper_functions.py:33 | Starting data update for rear_left at time 0.05
2025-03-17 11:35:32,100 | DEBUG    | helper_functions.py:118 | All objects to combine were TimeSeries
2025-03-17 11:35:32,102 | INFO     | acceleration_tester.py:12 | Starting Acceleration.py Script
2025-03-17 11:42:55,345 | INFO     | car.py:14 | Starting Car.py Script
2025-03-17 11:42:55,805 | DEBUG    | car.py:350 | Forces and Moments:
2025-03-17 11:42:55,805 | DEBUG    | car.py:354 | Slip Ratio and Angle:
2025-03-17 11:42:56,265 | DEBUG    | car.py:350 | Forces and Moments:
2025-03-17 11:42:56,265 | DEBUG    | car.py:354 | Slip Ratio and Angle:
2025-03-17 11:42:56,724 | DEBUG    | car.py:350 | Forces and Moments:
2025-03-17 11:42:56,724 | DEBUG    | car.py:354 | Slip Ratio and Angle:
2025-03-17 11:42:57,183 | DEBUG    | car.py:350 | Forces and Moments:
2025-03-17 11:42:57,183 | DEBUG    | car.py:354 | Slip Ratio and Angle:
2025-03-17 11:42:57,183 | DEBUG    | car.py:323 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 11:42:57,183 | DEBUG    | car.py:323 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 11:42:57,184 | DEBUG    | car.py:323 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 11:42:57,184 | DEBUG    | car.py:323 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 11:42:57,184 | DEBUG    | car.py:323 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 11:42:57,184 | DEBUG    | car.py:323 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 11:42:57,184 | DEBUG    | car.py:323 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 11:42:57,184 | DEBUG    | car.py:323 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 11:42:57,184 | INFO     | helper_functions.py:34 | Starting data update for front_right at time 0.05
2025-03-17 11:42:57,185 | INFO     | helper_functions.py:34 | Starting data update for front_left at time 0.05
2025-03-17 11:42:57,186 | INFO     | helper_functions.py:34 | Starting data update for rear_right at time 0.05
2025-03-17 11:42:57,187 | INFO     | helper_functions.py:34 | Starting data update for rear_left at time 0.05
2025-03-17 11:43:56,669 | INFO     | car.py:14 | Starting Car.py Script
2025-03-17 11:43:57,135 | DEBUG    | car.py:350 | Forces and Moments:
2025-03-17 11:43:57,136 | DEBUG    | car.py:354 | Slip Ratio and Angle:
2025-03-17 11:43:57,595 | DEBUG    | car.py:350 | Forces and Moments:
